Region,Country,Year,All Types,Beer,Other,Spirits,Wine
Americas,Paraguay,2008,,,,,
Americas,Paraguay,2009,,,,,
Americas,Paraguay,2010,,,,,
Americas,Paraguay,2011,,,,,
Americas,Paraguay,2012,,,,,
Americas,Paraguay,2013,,,,,
Americas,Peru,2000,,,,,
Americas,Peru,2001,,,,,
Americas,Peru,2002,,,,,
Americas,Peru,2003,,,,,
Americas,Peru,2004,,,,,
Americas,Peru,2005,,,,,
Americas,Peru,2006,,,,,
Americas,Peru,2007,,,,,
Americas,Peru,2008,,,,,
Americas,Peru,2009,,,,,
Americas,Peru,2010,,,,,
Americas,Peru,2011,,,,,
Americas,Peru,2012,,,,,
Americas,Peru,2013,,,,,
Western Pacific,Philippines,2000,,,,,
Western Pacific,Philippines,2001,,,,,
Western Pacific,Philippines,2002,,,,,
Western Pacific,Philippines,2003,,,,,
Western Pacific,Philippines,2004,,,,,
Western Pacific,Philippines,2005,,,,,
Western Pacific,Philippines,2006,,,,,
Western Pacific,Philippines,2007,,,,,
Western Pacific,Philippines,2008,,,,,
Western Pacific,Philippines,2009,,,,,
Western Pacific,Philippines,2010,,,,,
Western Pacific,Philippines,2011,,,,,
Western Pacific,Philippines,2012,,,,,
Western Pacific,Philippines,2013,,,,,
Western Pacific,Philippines,2014,,,,,
Europe,Poland,2000,,,,,
Europe,Poland,2001,,,,,
Europe,Poland,2002,,,,,
Europe,Poland,2003,,,,,
Europe,Poland,2004,,,,,
Europe,Poland,2005,,,,,
Europe,Poland,2006,,,,,
Europe,Poland,2007,,,,,
Europe,Poland,2008,,,,,
Europe,Poland,2009,,,,,
Europe,Poland,2010,,,,,
Europe,Poland,2011,,,,,
Europe,Poland,2012,,,,,
Europe,Poland,2013,,,,,
Europe,Poland,2014,,,,,
Europe,Portugal,2000,,,,,
Europe,Portugal,2001,,,,,
Europe,Portugal,2002,,,,,
Europe,Portugal,2003,,,,,
Europe,Portugal,2004,,,,,
Europe,Portugal,2005,,,,,
Europe,Portugal,2006,,,,,
Europe,Portugal,2007,,,,,
Europe,Portugal,2008,,,,,
Europe,Portugal,2009,,,,,
Europe,Portugal,2010,,,,,
Europe,Portugal,2011,,,,,
Europe,Portugal,2012,,,,,
Europe,Portugal,2013,,,,,
Europe,Portugal,2014,,,,,
Eastern Mediterranean,Qatar,2000,,,,,
Eastern Mediterranean,Qatar,2001,,,,,
Eastern Mediterranean,Qatar,2002,,,,,
Eastern Mediterranean,Qatar,2003,,,,,
Eastern Mediterranean,Qatar,2004,,,,,
Eastern Mediterranean,Qatar,2005,,,,,
Eastern Mediterranean,Qatar,2006,,,,,
Eastern Mediterranean,Qatar,2007,,,,,
Eastern Mediterranean,Qatar,2008,,,,,
Eastern Mediterranean,Qatar,2009,,,,,
Eastern Mediterranean,Qatar,2010,,,,,
Eastern Mediterranean,Qatar,2011,,,,,
Eastern Mediterranean,Qatar,2012,,,,,
Eastern Mediterranean,Qatar,2013,,,,,
Eastern Mediterranean,Qatar,2014,,,,,
Western Pacific,Republic of Korea,2000,,,,,
Western Pacific,Republic of Korea,2001,,,,,
Western Pacific,Republic of Korea,2002,,,,,
Western Pacific,Republic of Korea,2003,,,,,
Western Pacific,Republic of Korea,2004,,,,,
Western Pacific,Republic of Korea,2005,,,,,
Western Pacific,Republic of Korea,2006,,,,,
Western Pacific,Republic of Korea,2007,,,,,
Western Pacific,Republic of Korea,2008,,,,,
Western Pacific,Republic of Korea,2009,,,,,
Western Pacific,Republic of Korea,2010,,,,,
Western Pacific,Republic of Korea,2011,,,,,
Western Pacific,Republic of Korea,2012,,,,,
Western Pacific,Republic of Korea,2013,,,,,
Europe,Republic of Moldova,2000,,,,,
Europe,Republic of Moldova,2001,,,,,
Europe,Republic of Moldova,2002,,,,,
Europe,Republic of Moldova,2003,,,,,
Europe,Republic of Moldova,2004,,,,,
Europe,Republic of Moldova,2005,,,,,
Europe,Republic of Moldova,2006,,,,,
Europe,Republic of Moldova,2007,,,,,
Europe,Republic of Moldova,2008,,,,,
Europe,Republic of Moldova,2009,,,,,
Europe,Republic of Moldova,2010,,,,,
Europe,Republic of Moldova,2011,,,,,
Europe,Republic of Moldova,2012,,,,,
Europe,Republic of Moldova,2013,,,,,
Europe,Republic of Moldova,2014,,,,,
Europe,Romania,2000,,,,,
Europe,Romania,2001,,,,,
Europe,Romania,2002,,,,,
Europe,Romania,2003,,,,,
Europe,Romania,2004,,,,,
Europe,Romania,2005,,,,,
Europe,Romania,2006,,,,,
Europe,Romania,2007,,,,,
Europe,Romania,2008,,,,,
Europe,Romania,2009,,,,,
Europe,Romania,2010,,,,,
Europe,Romania,2011,,,,,
Europe,Romania,2012,,,,,
Europe,Romania,2013,,,,,
Europe,Russian Federation,2000,,,,,
Europe,Russian Federation,2001,,,,,
Europe,Russian Federation,2002,,,,,
Europe,Russian Federation,2003,,,,,
Europe,Russian Federation,2004,,,,,
Europe,Russian Federation,2005,,,,,
Europe,Russian Federation,2006,,,,,
Europe,Russian Federation,2007,,,,,
Europe,Russian Federation,2008,,,,,
Europe,Russian Federation,2009,,,,,
Europe,Russian Federation,2010,,,,,
Europe,Russian Federation,2011,,,,,
Europe,Russian Federation,2012,,,,,
Europe,Russian Federation,2013,,,,,
Europe,Russian Federation,2014,,,,,
Africa,Rwanda,2000,,,,,
Africa,Rwanda,2001,,,,,
Africa,Rwanda,2002,,,,,
Africa,Rwanda,2003,,,,,
Africa,Rwanda,2004,,,,,
Africa,Rwanda,2005,,,,,
Africa,Rwanda,2006,,,,,
Africa,Rwanda,2007,,,,,
Africa,Rwanda,2008,,,,,
Africa,Rwanda,2009,,,,,
Africa,Rwanda,2010,,,,,
Africa,Rwanda,2011,,,,,
Americas,Saint Kitts and Nevis,2000,,,,,
Americas,Saint Kitts and Nevis,2001,,,,,
Americas,Saint Kitts and Nevis,2002,,,,,
Americas,Saint Kitts and Nevis,2003,,,,,
Americas,Saint Kitts and Nevis,2004,,,,,
Americas,Saint Kitts and Nevis,2005,,,,,
Americas,Saint Kitts and Nevis,2006,,,,,
Americas,Saint Kitts and Nevis,2007,,,,,
Americas,Saint Kitts and Nevis,2008,,,,,
Americas,Saint Kitts and Nevis,2009,,,,,
Americas,Saint Kitts and Nevis,2010,,,,,
Americas,Saint Kitts and Nevis,2011,,,,,
Americas,Saint Kitts and Nevis,2012,,,,,
Americas,Saint Kitts and Nevis,2013,,,,,
Americas,Saint Kitts and Nevis,2014,,,,,
Americas,Saint Lucia,2000,,,,,
Americas,Saint Lucia,2001,,,,,
Americas,Saint Lucia,2002,,,,,
Americas,Saint Lucia,2003,,,,,
Americas,Saint Lucia,2004,,,,,
Americas,Saint Lucia,2005,,,,,
Americas,Saint Lucia,2006,,,,,
Americas,Saint Lucia,2007,,,,,
Americas,Saint Lucia,2008,,,,,
Americas,Saint Lucia,2009,,,,,
Americas,Saint Lucia,2010,,,,,
Americas,Saint Lucia,2011,,,,,
Americas,Saint Lucia,2012,,,,,
Americas,Saint Lucia,2013,,,,,
Americas,Saint Lucia,2014,,,,,
Americas,Saint Vincent and the Grenadines,2000,,,,,
Americas,Saint Vincent and the Grenadines,2001,,,,,
Americas,Saint Vincent and the Grenadines,2002,,,,,
Americas,Saint Vincent and the Grenadines,2003,,,,,
Americas,Saint Vincent and the Grenadines,2004,,,,,
Americas,Saint Vincent and the Grenadines,2005,,,,,
Americas,Saint Vincent and the Grenadines,2006,,,,,
Americas,Saint Vincent and the Grenadines,2007,,,,,
Americas,Saint Vincent and the Grenadines,2008,,,,,
Americas,Saint Vincent and the Grenadines,2009,,,,,
Americas,Saint Vincent and the Grenadines,2010,,,,,
Americas,Saint Vincent and the Grenadines,2011,,,,,
Americas,Saint Vincent and the Grenadines,2012,,,,,
Americas,Saint Vincent and the Grenadines,2013,,,,,
Americas,Saint Vincent and the Grenadines,2014,,,,,
Western Pacific,Samoa,2000,,,,,
Western Pacific,Samoa,2001,,,,,
Western Pacific,Samoa,2002,,,,,
Western Pacific,Samoa,2003,,,,,
Western Pacific,Samoa,2004,,,,,
Western Pacific,Samoa,2005,,,,,
Western Pacific,Samoa,2006,,,,,
Western Pacific,Samoa,2007,,,,,
Western Pacific,Samoa,2008,,,,,
Western Pacific,Samoa,2009,,,,,
Western Pacific,Samoa,2010,,,,,
Western Pacific,Samoa,2011,,,,,
Europe,San Marino,2000,,,,,
Europe,San Marino,2001,,,,,
Europe,San Marino,2002,,,,,
Europe,San Marino,2003,,,,,
Europe,San Marino,2004,,,,,
Europe,San Marino,2005,,,,,
Europe,San Marino,2006,,,,,
Europe,San Marino,2007,,,,,
Europe,San Marino,2008,,,,,
Europe,San Marino,2009,,,,,
Europe,San Marino,2010,,,,,
Africa,Sao Tome and Principe,2000,,,,,
Africa,Sao Tome and Principe,2001,,,,,
Africa,Sao Tome and Principe,2002,,,,,
Africa,Sao Tome and Principe,2003,,,,,
Africa,Sao Tome and Principe,2004,,,,,
Africa,Sao Tome and Principe,2005,,,,,
Africa,Sao Tome and Principe,2006,,,,,
Africa,Sao Tome and Principe,2007,,,,,
Africa,Sao Tome and Principe,2008,,,,,
Africa,Sao Tome and Principe,2009,,,,,
Africa,Sao Tome and Principe,2010,,,,,
Africa,Sao Tome and Principe,2011,,,,,
Eastern Mediterranean,Saudi Arabia,2000,,,,,
Eastern Mediterranean,Saudi Arabia,2001,,,,,
Eastern Mediterranean,Saudi Arabia,2002,,,,,
Eastern Mediterranean,Saudi Arabia,2003,,,,,
Eastern Mediterranean,Saudi Arabia,2004,,,,,
Eastern Mediterranean,Saudi Arabia,2005,,,,,
Eastern Mediterranean,Saudi Arabia,2006,,,,,
Eastern Mediterranean,Saudi Arabia,2007,,,,,
Eastern Mediterranean,Saudi Arabia,2008,,,,,
Eastern Mediterranean,Saudi Arabia,2009,,,,,
Eastern Mediterranean,Saudi Arabia,2010,,,,,
Eastern Mediterranean,Saudi Arabia,2011,,,,,
Eastern Mediterranean,Saudi Arabia,2012,,,,,
Eastern Mediterranean,Saudi Arabia,2013,,,,,
Eastern Mediterranean,Saudi Arabia,2014,,,,,
Africa,Senegal,2000,,,,,
Africa,Senegal,2001,,,,,
Africa,Senegal,2002,,,,,
Africa,Senegal,2003,,,,,
Africa,Senegal,2004,,,,,
Africa,Senegal,2005,,,,,
Africa,Senegal,2006,,,,,
Africa,Senegal,2007,,,,,
Africa,Senegal,2008,,,,,
Africa,Senegal,2009,,,,,
Africa,Senegal,2010,,,,,
Africa,Senegal,2011,,,,,
Africa,Senegal,2012,,,,,
Africa,Senegal,2013,,,,,
Africa,Senegal,2014,,,,,
Europe,Serbia,2000,,,,,
Europe,Serbia,2001,,,,,
Europe,Serbia,2002,,,,,
Europe,Serbia,2003,,,,,
Europe,Serbia,2004,,,,,
Europe,Serbia,2005,,,,,
Europe,Serbia,2006,,,,,
Europe,Serbia,2007,,,,,
Europe,Serbia,2008,,,,,
Europe,Serbia,2009,,,,,
Europe,Serbia,2010,,,,,
Europe,Serbia,2011,,,,,
Europe,Serbia,2012,,,,,
Europe,Serbia,2013,,,,,
Europe,Serbia,2014,,,,,
Africa,Seychelles,2000,,,,,
Africa,Seychelles,2001,,,,,
Africa,Seychelles,2002,,,,,
Africa,Seychelles,2003,,,,,
Africa,Seychelles,2004,,,,,
Africa,Seychelles,2005,,,,,
Africa,Seychelles,2006,,,,,
Africa,Seychelles,2007,,,,,
Africa,Seychelles,2008,,,,,
Africa,Seychelles,2009,,,,,
Africa,Seychelles,2010,,,,,
Africa,Seychelles,2011,,,,,
Africa,Sierra Leone,2000,,,,,
Africa,Sierra Leone,2001,,,,,
Africa,Sierra Leone,2002,,,,,
Africa,Sierra Leone,2003,,,,,
Africa,Sierra Leone,2004,,,,,
Africa,Sierra Leone,2005,,,,,
Africa,Sierra Leone,2006,,,,,
Africa,Sierra Leone,2007,,,,,
Africa,Sierra Leone,2008,,,,,
Africa,Sierra Leone,2009,,,,,
Africa,Sierra Leone,2010,,,,,
Africa,Sierra Leone,2011,,,,,
Western Pacific,Singapore,2000,,,,,
Western Pacific,Singapore,2001,,,,,
Western Pacific,Singapore,2002,,,,,
Western Pacific,Singapore,2003,,,,,
Western Pacific,Singapore,2004,,,,,
Western Pacific,Singapore,2005,,,,,
Western Pacific,Singapore,2006,,,,,
Western Pacific,Singapore,2007,,,,,
Western Pacific,Singapore,2008,,,,,
Western Pacific,Singapore,2009,,,,,
Western Pacific,Singapore,2010,,,,,
Western Pacific,Singapore,2011,,,,,
Western Pacific,Singapore,2012,,,,,
Western Pacific,Singapore,2013,,,,,
Western Pacific,Singapore,2014,,,,,
Western Pacific,Singapore,2015,,,,,
Europe,Slovakia,2000,,,,,
Europe,Slovakia,2001,,,,,
Europe,Slovakia,2002,,,,,
Europe,Slovakia,2003,,,,,
Europe,Slovakia,2004,,,,,
Europe,Slovakia,2005,,,,,
Europe,Slovakia,2006,,,,,
Europe,Slovakia,2007,,,,,
Europe,Slovakia,2008,,,,,
Europe,Slovakia,2009,,,,,
Europe,Slovakia,2010,,,,,
Europe,Slovakia,2011,,,,,
Europe,Slovakia,2012,,,,,
Europe,Slovakia,2013,,,,,
Europe,Slovakia,2014,,,,,
Europe,Slovenia,2000,,,,,
Europe,Slovenia,2001,,,,,
Europe,Slovenia,2002,,,,,
Europe,Slovenia,2003,,,,,
Europe,Slovenia,2004,,,,,
Europe,Slovenia,2005,,,,,
Europe,Slovenia,2006,,,,,
Europe,Slovenia,2007,,,,,
Europe,Slovenia,2008,,,,,
Europe,Slovenia,2009,,,,,
Europe,Slovenia,2010,,,,,
Europe,Slovenia,2011,,,,,
Europe,Slovenia,2012,,,,,
Europe,Slovenia,2013,,,,,
Europe,Slovenia,2014,,,,,
Western Pacific,Solomon Islands,2000,,,,,
Western Pacific,Solomon Islands,2001,,,,,
Western Pacific,Solomon Islands,2002,,,,,
Western Pacific,Solomon Islands,2003,,,,,
Western Pacific,Solomon Islands,2004,,,,,
Western Pacific,Solomon Islands,2005,,,,,
Western Pacific,Solomon Islands,2006,,,,,
Western Pacific,Solomon Islands,2007,,,,,
Western Pacific,Solomon Islands,2008,,,,,
Western Pacific,Solomon Islands,2009,,,,,
Western Pacific,Solomon Islands,2010,,,,,
Western Pacific,Solomon Islands,2011,,,,,
Eastern Mediterranean,Somalia,2000,,,,,
Eastern Mediterranean,Somalia,2001,,,,,
Eastern Mediterranean,Somalia,2002,,,,,
Eastern Mediterranean,Somalia,2003,,,,,
Eastern Mediterranean,Somalia,2004,,,,,
Eastern Mediterranean,Somalia,2005,,,,,
Eastern Mediterranean,Somalia,2006,,,,,
Eastern Mediterranean,Somalia,2007,,,,,
Eastern Mediterranean,Somalia,2008,,,,,
Eastern Mediterranean,Somalia,2009,,,,,
Eastern Mediterranean,Somalia,2010,,,,,
Eastern Mediterranean,Somalia,2011,,,,,
Africa,South Africa,2000,,,,,
Africa,South Africa,2001,,,,,
Africa,South Africa,2002,,,,,
Africa,South Africa,2003,,,,,
Africa,South Africa,2004,,,,,
Africa,South Africa,2005,,,,,
Africa,South Africa,2006,,,,,
Africa,South Africa,2007,,,,,
Africa,South Africa,2008,,,,,
Africa,South Africa,2009,,,,,
Africa,South Africa,2010,,,,,
Africa,South Africa,2011,,,,,
Africa,South Africa,2012,,,,,
Africa,South Africa,2013,,,,,
Africa,South Africa,2014,,,,,
Europe,Spain,2000,,,,,
Europe,Spain,2001,,,,,
Europe,Spain,2002,,,,,
Europe,Spain,2003,,,,,
Europe,Spain,2004,,,,,
Europe,Spain,2005,,,,,
Europe,Spain,2006,,,,,
Europe,Spain,2007,,,,,
Europe,Spain,2008,,,,,
Europe,Spain,2009,,,,,
Europe,Spain,2010,,,,,
Europe,Spain,2011,,,,,
Europe,Spain,2012,,,,,
Europe,Spain,2013,,,,,
South-East Asia,Sri Lanka,2000,,,,,
South-East Asia,Sri Lanka,2001,,,,,
South-East Asia,Sri Lanka,2002,,,,,
South-East Asia,Sri Lanka,2003,,,,,
South-East Asia,Sri Lanka,2004,,,,,
South-East Asia,Sri Lanka,2005,,,,,
South-East Asia,Sri Lanka,2006,,,,,
South-East Asia,Sri Lanka,2007,,,,,
South-East Asia,Sri Lanka,2008,,,,,
South-East Asia,Sri Lanka,2009,,,,,
South-East Asia,Sri Lanka,2010,,,,,
South-East Asia,Sri Lanka,2011,,,,,
South-East Asia,Sri Lanka,2012,,,,,
South-East Asia,Sri Lanka,2013,,,,,
South-East Asia,Sri Lanka,2014,,,,,
Eastern Mediterranean,Sudan,2000,,,,,
Eastern Mediterranean,Sudan,2001,,,,,
Eastern Mediterranean,Sudan,2002,,,,,
Eastern Mediterranean,Sudan,2003,,,,,
Eastern Mediterranean,Sudan,2004,,,,,
Eastern Mediterranean,Sudan,2005,,,,,
Eastern Mediterranean,Sudan,2006,,,,,
Eastern Mediterranean,Sudan,2007,,,,,
Eastern Mediterranean,Sudan,2008,,,,,
Eastern Mediterranean,Sudan,2009,,,,,
Eastern Mediterranean,Sudan,2010,,,,,
Eastern Mediterranean,Sudan,2011,,,,,
Americas,Suriname,2000,,,,,
Americas,Suriname,2001,,,,,
Americas,Suriname,2002,,,,,
Americas,Suriname,2003,,,,,
Americas,Suriname,2004,,,,,
Americas,Suriname,2005,,,,,
Americas,Suriname,2006,,,,,
Americas,Suriname,2007,,,,,
Americas,Suriname,2008,,,,,
Americas,Suriname,2009,,,,,
Americas,Suriname,2010,,,,,
Americas,Suriname,2011,,,,,
Americas,Suriname,2012,,,,,
Americas,Suriname,2013,,,,,
Americas,Suriname,2014,,,,,
Africa,Swaziland,2000,,,,,
Africa,Swaziland,2001,,,,,
Africa,Swaziland,2002,,,,,
Africa,Swaziland,2003,,,,,
Africa,Swaziland,2004,,,,,
Africa,Swaziland,2005,,,,,
Africa,Swaziland,2006,,,,,
Africa,Swaziland,2007,,,,,
Africa,Swaziland,2008,,,,,
Africa,Swaziland,2009,,,,,
Africa,Swaziland,2010,,,,,
Africa,Swaziland,2011,,,,,
Europe,Sweden,2000,,,,,
Europe,Sweden,2001,,,,,
Europe,Sweden,2002,,,,,
Europe,Sweden,2003,,,,,
Europe,Sweden,2004,,,,,
Europe,Sweden,2005,,,,,
Europe,Sweden,2006,,,,,
Europe,Sweden,2007,,,,,
Europe,Sweden,2008,,,,,
Europe,Sweden,2009,,,,,
Europe,Sweden,2010,,,,,
Europe,Sweden,2011,,,,,
Europe,Sweden,2012,,,,,
Europe,Sweden,2013,,,,,
Europe,Sweden,2014,,,,,
Europe,Switzerland,2000,,,,,
Europe,Switzerland,2001,,,,,
Europe,Switzerland,2002,,,,,
Europe,Switzerland,2003,,,,,
Europe,Switzerland,2004,,,,,
Europe,Switzerland,2005,,,,,
Europe,Switzerland,2006,,,,,
Europe,Switzerland,2007,,,,,
Europe,Switzerland,2008,,,,,
Europe,Switzerland,2009,,,,,
Europe,Switzerland,2010,,,,,
Europe,Switzerland,2011,,,,,
Europe,Switzerland,2012,,,,,
Europe,Switzerland,2013,,,,,
Europe,Switzerland,2014,,,,,
Eastern Mediterranean,Syrian Arab Republic,2000,,,,,
Eastern Mediterranean,Syrian Arab Republic,2001,,,,,
Eastern Mediterranean,Syrian Arab Republic,2002,,,,,
Eastern Mediterranean,Syrian Arab Republic,2003,,,,,
Eastern Mediterranean,Syrian Arab Republic,2004,,,,,
Eastern Mediterranean,Syrian Arab Republic,2005,,,,,
Eastern Mediterranean,Syrian Arab Republic,2006,,,,,
Eastern Mediterranean,Syrian Arab Republic,2007,,,,,
Eastern Mediterranean,Syrian Arab Republic,2008,,,,,
Eastern Mediterranean,Syrian Arab Republic,2009,,,,,
Eastern Mediterranean,Syrian Arab Republic,2010,,,,,
Eastern Mediterranean,Syrian Arab Republic,2011,,,,,
Europe,Tajikistan,2000,,,,,
Europe,Tajikistan,2001,,,,,
Europe,Tajikistan,2002,,,,,
Europe,Tajikistan,2003,,,,,
Europe,Tajikistan,2004,,,,,
Europe,Tajikistan,2005,,,,,
Europe,Tajikistan,2006,,,,,
Europe,Tajikistan,2007,,,,,
Europe,Tajikistan,2008,,,,,
Europe,Tajikistan,2009,,,,,
Europe,Tajikistan,2010,,,,,
Europe,Tajikistan,2011,,,,,
South-East Asia,Thailand,2000,,,,,
South-East Asia,Thailand,2001,,,,,
South-East Asia,Thailand,2002,,,,,
South-East Asia,Thailand,2003,,,,,
South-East Asia,Thailand,2004,,,,,
South-East Asia,Thailand,2005,,,,,
South-East Asia,Thailand,2006,,,,,
South-East Asia,Thailand,2007,,,,,
South-East Asia,Thailand,2008,,,,,
South-East Asia,Thailand,2009,,,,,
South-East Asia,Thailand,2010,,,,,
South-East Asia,Thailand,2011,,,,,
South-East Asia,Thailand,2012,,,,,
South-East Asia,Thailand,2013,,,,,
South-East Asia,Thailand,2014,,,,,
Europe,The former Yugoslav republic of Macedonia,2000,,,,,
Europe,The former Yugoslav republic of Macedonia,2001,,,,,
Europe,The former Yugoslav republic of Macedonia,2002,,,,,
Europe,The former Yugoslav republic of Macedonia,2003,,,,,
Europe,The former Yugoslav republic of Macedonia,2004,,,,,
Europe,The former Yugoslav republic of Macedonia,2005,,,,,
Europe,The former Yugoslav republic of Macedonia,2006,,,,,
Europe,The former Yugoslav republic of Macedonia,2007,,,,,
Europe,The former Yugoslav republic of Macedonia,2008,,,,,
Europe,The former Yugoslav republic of Macedonia,2009,,,,,
Europe,The former Yugoslav republic of Macedonia,2010,,,,,
Europe,The former Yugoslav republic of Macedonia,2011,,,,,
Europe,The former Yugoslav republic of Macedonia,2012,,,,,
Europe,The former Yugoslav republic of Macedonia,2013,,,,,
Europe,The former Yugoslav republic of Macedonia,2014,,,,,
South-East Asia,Timor-Leste,2000,,,,,
South-East Asia,Timor-Leste,2001,,,,,
South-East Asia,Timor-Leste,2002,,,,,
South-East Asia,Timor-Leste,2003,,,,,
South-East Asia,Timor-Leste,2004,,,,,
South-East Asia,Timor-Leste,2005,,,,,
South-East Asia,Timor-Leste,2006,,,,,
South-East Asia,Timor-Leste,2007,,,,,
South-East Asia,Timor-Leste,2008,,,,,
South-East Asia,Timor-Leste,2009,,,,,
South-East Asia,Timor-Leste,2010,,,,,
South-East Asia,Timor-Leste,2011,,,,,
Africa,Togo,2000,,,,,
Africa,Togo,2001,,,,,
Africa,Togo,2002,,,,,
Africa,Togo,2003,,,,,
Africa,Togo,2004,,,,,
Africa,Togo,2005,,,,,
Africa,Togo,2006,,,,,
Africa,Togo,2007,,,,,
Africa,Togo,2008,,,,,
Africa,Togo,2009,,,,,
Africa,Togo,2010,,,,,
Africa,Togo,2011,,,,,
Western Pacific,Tonga,2000,,,,,
Western Pacific,Tonga,2001,,,,,
Western Pacific,Tonga,2002,,,,,
Western Pacific,Tonga,2003,,,,,
Western Pacific,Tonga,2004,,,,,
Western Pacific,Tonga,2005,,,,,
Western Pacific,Tonga,2006,,,,,
Western Pacific,Tonga,2007,,,,,
Western Pacific,Tonga,2008,,,,,
Western Pacific,Tonga,2009,,,,,
Western Pacific,Tonga,2010,,,,,
Western Pacific,Tonga,2011,,,,,
Americas,Trinidad and Tobago,2000,,,,,
Americas,Trinidad and Tobago,2001,,,,,
Americas,Trinidad and Tobago,2002,,,,,
Americas,Trinidad and Tobago,2003,,,,,
Americas,Trinidad and Tobago,2004,,,,,
Americas,Trinidad and Tobago,2005,,,,,
Americas,Trinidad and Tobago,2006,,,,,
Americas,Trinidad and Tobago,2007,,,,,
Americas,Trinidad and Tobago,2008,,,,,
Americas,Trinidad and Tobago,2009,,,,,
Americas,Trinidad and Tobago,2010,,,,,
Americas,Trinidad and Tobago,2011,,,,,
Americas,Trinidad and Tobago,2012,,,,,
Americas,Trinidad and Tobago,2013,,,,,
Americas,Trinidad and Tobago,2014,,,,,
Eastern Mediterranean,Tunisia,2000,,,,,
Eastern Mediterranean,Tunisia,2001,,,,,
Eastern Mediterranean,Tunisia,2002,,,,,
Eastern Mediterranean,Tunisia,2003,,,,,
Eastern Mediterranean,Tunisia,2004,,,,,
Eastern Mediterranean,Tunisia,2005,,,,,
Eastern Mediterranean,Tunisia,2006,,,,,
Eastern Mediterranean,Tunisia,2007,,,,,
Eastern Mediterranean,Tunisia,2008,,,,,
Eastern Mediterranean,Tunisia,2009,,,,,
Eastern Mediterranean,Tunisia,2010,,,,,
Eastern Mediterranean,Tunisia,2011,,,,,
Eastern Mediterranean,Tunisia,2012,,,,,
Eastern Mediterranean,Tunisia,2013,,,,,
Eastern Mediterranean,Tunisia,2014,,,,,
Europe,Turkey,2000,,,,,
Europe,Turkey,2001,,,,,
Europe,Turkey,2002,,,,,
Europe,Turkey,2003,,,,,
Europe,Turkey,2004,,,,,
Europe,Turkey,2005,,,,,
Europe,Turkey,2006,,,,,
Europe,Turkey,2007,,,,,
Europe,Turkey,2008,,,,,
Europe,Turkey,2009,,,,,
Europe,Turkey,2010,,,,,
Europe,Turkey,2011,,,,,
Europe,Turkey,2012,,,,,
Europe,Turkey,2013,,,,,
Europe,Turkey,2014,,,,,
Europe,Turkmenistan,2000,,,,,
Europe,Turkmenistan,2001,,,,,
Europe,Turkmenistan,2002,,,,,
Europe,Turkmenistan,2003,,,,,
Europe,Turkmenistan,2004,,,,,
Europe,Turkmenistan,2005,,,,,
Europe,Turkmenistan,2006,,,,,
Europe,Turkmenistan,2007,,,,,
Europe,Turkmenistan,2008,,,,,
Europe,Turkmenistan,2009,,,,,
Europe,Turkmenistan,2010,,,,,
Europe,Turkmenistan,2011,,,,,
Europe,Turkmenistan,2012,,,,,
Europe,Turkmenistan,2013,,,,,
Europe,Turkmenistan,2014,,,,,
Western Pacific,Tuvalu,2000,,,,,
Western Pacific,Tuvalu,2001,,,,,
Western Pacific,Tuvalu,2002,,,,,
Western Pacific,Tuvalu,2003,,,,,
Western Pacific,Tuvalu,2004,,,,,
Western Pacific,Tuvalu,2005,,,,,
Western Pacific,Tuvalu,2006,,,,,
Western Pacific,Tuvalu,2007,,,,,
Western Pacific,Tuvalu,2008,,,,,
Western Pacific,Tuvalu,2009,,,,,
Western Pacific,Tuvalu,2010,,,,,
Western Pacific,Tuvalu,2011,,,,,
Africa,Uganda,2000,,,,,
Africa,Uganda,2001,,,,,
Africa,Uganda,2002,,,,,
Africa,Uganda,2003,,,,,
Africa,Uganda,2004,,,,,
Africa,Uganda,2005,,,,,
Africa,Uganda,2006,,,,,
Africa,Uganda,2007,,,,,
Africa,Uganda,2008,,,,,
Africa,Uganda,2009,,,,,
Africa,Uganda,2010,,,,,
Africa,Uganda,2011,,,,,
Europe,Ukraine,2000,,,,,
Europe,Ukraine,2001,,,,,
Europe,Ukraine,2002,,,,,
Europe,Ukraine,2003,,,,,
Europe,Ukraine,2004,,,,,
Europe,Ukraine,2005,,,,,
Europe,Ukraine,2006,,,,,
Europe,Ukraine,2007,,,,,
Europe,Ukraine,2008,,,,,
Europe,Ukraine,2009,,,,,
Europe,Ukraine,2010,,,,,
Europe,Ukraine,2011,,,,,
Europe,Ukraine,2012,,,,,
Europe,Ukraine,2013,,,,,
Europe,Ukraine,2014,,,,,
Eastern Mediterranean,United Arab Emirates,2000,,,,,
Eastern Mediterranean,United Arab Emirates,2001,,,,,
Eastern Mediterranean,United Arab Emirates,2002,,,,,
Eastern Mediterranean,United Arab Emirates,2003,,,,,
Eastern Mediterranean,United Arab Emirates,2004,,,,,
Eastern Mediterranean,United Arab Emirates,2005,,,,,
Eastern Mediterranean,United Arab Emirates,2006,,,,,
Eastern Mediterranean,United Arab Emirates,2007,,,,,
Eastern Mediterranean,United Arab Emirates,2008,,,,,
Eastern Mediterranean,United Arab Emirates,2009,,,,,
Eastern Mediterranean,United Arab Emirates,2010,,,,,
Eastern Mediterranean,United Arab Emirates,2011,,,,,
Eastern Mediterranean,United Arab Emirates,2012,,,,,
